id,thinkz_open,fake_newz,delusionz,thinkz_anal
R_3NEsdHkWuiNRGKK,0.1255362253652619,-0.6802460125725768,0.5000899375843157,0.5431861663755506
R_d6BJqwkst2vUfAJ,-0.5592725616214437,0.19931839745777588,1.307189459171053,-1.37620674242164
R_3n1qsRsek2OI0Va,0.5364214975572853,1.2547956894941983,-0.6975416105766491,0.5431861663755506
R_V2Q5PnOcq7oo4wN,0.6733832549546264,1.4307085715002692,2.5308564757703,-0.4165102880230447
R_3CVKeZzGYOg6L0Z,-0.4223108042241026,0.9029699254820577,2.895353033906246,-0.8963585152223423
R_1dLdtqlfSOZNdLF,0.6733832549546264,0.3752312794638462,-0.48925786307039437,1.5028826207741457
R_1FeqkrVg3sdi13O,1.9060390715306965,-0.5043331305665064,-0.7496125474532128,1.0230343935748483
R_24xiGRKYS82ZJ64,1.0842685271466497,0.19931839745777588,-0.43718692619383065,-0.4165102880230447
R_3lKVQosq5E62vsV,-0.5592725616214437,-1.0320717765847178,-0.6975416105766491,0.5431861663755506
R_2e4MRuNkrLNk6ZK,1.6321155567360142,-1.3838975405968585,1.0989057116647982,0.06333793917625295
R_1DZRLfsI1Dk0ocp,0.8103450123519675,0.551144161469917,0.29180619007806097,0.06333793917625295
R_SUykMyMAFJSzihj,0.6733832549546264,-0.3284202485604356,-0.9578962949594676,0.5431861663755506
R_2Ea5kFRncr4FezP,1.9060390715306965,1.0788828074881285,0.29180619007806097,1.5028826207741457
R_3kHeWxmP2udBR2n,-0.2853490468267615,-0.3284202485604356,2.270501791387481,-0.8963585152223423
R_wNwAtiVrrVmC5c5,1.495153799338673,-1.0320717765847178,-0.6975416105766491,-0.4165102880230447
R_tY7dRozs8MLPTpf,-0.6962343190187849,-0.856158894578647,0.2397352532014973,-0.8963585152223423
R_3LjxFx8PnKwyC5q,-0.6962343190187849,-0.15250736655436525,0.21369978476321547,0.06333793917625295
R_BDHiZrrSDgjDz0t,0.9473067697493086,0.3752312794638462,-1.0099672318360313,1.0230343935748483
R_3RdYJQwRx3fDsn4,-0.4223108042241026,0.3752312794638462,2.140324449196072,0.06333793917625295
R_3iKDCc5ODGW54zV,-0.8331960764161259,0.023405515451705067,0.36991259539290655,-0.8963585152223423
R_tEANRrR9dhnELbH,-0.4223108042241026,0.3752312794638462,0.08352244257180623,-1.8560549696209374
R_3e8Moay8xscOPt5,-0.14838728942942034,-0.6802460125725768,0.4740544691460339,0.5431861663755506
R_1Cp9YL3gSqdx80I,1.7690773141333553,-0.3284202485604356,0.7604446219671342,1.5028826207741457
R_PXTtlpemoNDw7Rv,-0.011425532032079227,2.662098745542763,-0.9058253580829039,-0.8963585152223423
R_3n7NMMJEvv9RMuJ,-0.4223108042241026,-0.15250736655436525,0.2397352532014973,0.06333793917625295
R_3FIOOWTf6bZEVO3,-0.4223108042241026,0.7270570434759869,-0.6194352052618036,1.0230343935748483
R_Q5L5nc5RBsl9Dmp,0.5364214975572853,-0.856158894578647,1.437366801362462,1.5028826207741457
R_2PqezczNjzLSZbG,1.358192041941332,1.0788828074881285,-0.43718692619383065,0.06333793917625295
R_3Jf4xlxDjeasYE4,-0.4223108042241026,-0.15250736655436525,-0.6454706737000854,-0.4165102880230447
R_3GrE8cS7El8HG32,-0.4223108042241026,0.19931839745777588,0.6042318113374431,-0.8963585152223423
R_zTI8XkPNXOvO6AN,-0.4223108042241026,-0.856158894578647,-0.8016834843297765,0.5431861663755506
R_1jUrGP4Dpwxmqpg,-0.2853490468267615,0.19931839745777588,-0.43718692619383065,-0.8963585152223423
R_1DnDMEW49D20SBu,-0.2853490468267615,-0.3284202485604356,0.2397352532014973,-1.37620674242164
R_26bf4svjkWIZLOl,-1.3810431060054904,0.3752312794638462,1.2811539907327711,1.0230343935748483
R_2t2U3W9HCyRLsFZ,1.495153799338673,-1.7357233046089997,1.150976648541362,0.5431861663755506
R_2cec2RP11pSLpUO,-0.9701578338134671,-0.15250736655436525,1.437366801362462,0.06333793917625295
R_YYsi1lej5ckG2pr,-0.5592725616214437,0.551144161469917,-0.1768322418110122,0.5431861663755506
R_3Lj6grSARBzG1j8,-0.011425532032079227,0.023405515451705067,2.843282097029682,0.06333793917625295
R_3lFWZWHMpYccuqg,-0.9701578338134671,-0.856158894578647,0.31784165851634283,-1.37620674242164
R_2zOqonyNu5IGUUA,-1.1071195912108083,0.9029699254820577,-0.723577079014931,-0.8963585152223423
R_2flGCtjq6mjDi50,0.3994597401599441,0.3752312794638462,-0.6715061421383672,0.06333793917625295
R_cLOB9HzpaZtna37,0.9473067697493086,0.3752312794638462,2.6610338179617092,-1.37620674242164
R_22uhGIk8Dkrektr,-0.011425532032079227,0.551144161469917,0.16162884788665177,1.5028826207741457
R_1Nac0KH2yUIf8FL,-0.5592725616214437,0.7270570434759869,0.4219835322694702,-1.37620674242164
R_UYHM5dj6jNuwnyV,-0.14838728942942034,1.0788828074881285,-0.723577079014931,-0.4165102880230447
R_1dtSUphsuqtQhDK,0.8103450123519675,-0.5043331305665064,-1.036002700274313,0.5431861663755506
R_1mxyu2knx0BW51w,0.1255362253652619,-0.856158894578647,0.16162884788665177,-0.4165102880230447
R_2Ptj7IjN6rxsbeg,0.9473067697493086,-1.2079846585907883,-0.9318608265211857,1.0230343935748483
R_rcKK0Qxk2wd2Az7,-1.1071195912108083,0.3752312794638462,0.5781963428991613,-0.4165102880230447
R_29ud0XcW4oqrRmy,1.358192041941332,0.19931839745777588,-1.218250979342286,1.5028826207741457
R_3iyWphj8M3njbSI,-0.2853490468267615,0.551144161469917,-1.218250979342286,1.0230343935748483
R_1MK627jRaCX3TFx,0.5364214975572853,-1.5598104226029292,0.36991259539290655,1.0230343935748483
